
|K11UU-D     |-         |LD |11  |DA  |                    |-  |-  |LIC    |PAGO PAGO                |AS |US |BLDVL  -20101214ABI |0.3    kW |-         |0.0     |-       |130292     |S |14 |21 |14.00 |W |170 |44 |18.00 |SAMOA SYSTEMS, INC.                                                         |   0.00 km |   0.00 mi |  0.00 deg |55.9   m|-       |102373    |0.      |1223552 |22.4    |1411955   |
|K11JJ       |-         |TX |11  |DA  |                    |-  |-  |LIC    |YORK, ETC.               |AZ |US |BLTTV  -19800619IC  |0.137  kW |-         |0.0     |-       |61289      |N |32 |53 |14.00 |W |109 |18 |49.00 |SOUTHERN GREENLEE COUNTY TV ASSOCIATION, INC.                               |   0.00 km |   0.00 mi |  0.00 deg |2009.  m|H       |23014     |0.      |-       |0.      |21280     |
|K11LX       |-         |TX |11  |DA  |                    |-  |-  |LIC    |BULLHEAD CITY            |AZ |US |BLTTV  -19900108IO  |0.093  kW |-         |0.0     |-       |43420      |N |35 |12 |46.00 |W |114 |33 |18.00 |MOHAVE COUNTY BOARD OF SUPERVISORS                                          |   0.00 km |   0.00 mi |  0.00 deg |384.   m|H       |24457     |170.    |-       |6.      |143537    |
|K11TA       |-         |TX |11  |DA  |                    |-  |-  |LIC    |GOLDEN VALLEY            |AZ |US |BLTTV  -19910206JG  |0.071  kW |-         |0.0     |-       |43390      |N |35 |13 |40.00 |W |114 |12 |54.00 |MOHAVE COUNTY BOARD OF SUPERVISORS                                          |   0.00 km |   0.00 mi |  0.00 deg |870.   m|H       |20819     |90.     |-       |6.      |157184    |
|K11OB       |-         |TX |11  |DA  |                    |-  |-  |LIC    |BOUSE                    |AZ |US |BLTTV  -5002        |0.009  kW |-         |0.0     |-       |6549       |N |33 |56 |10.00 |W |114 |3  |42.00 |BOUSE BOOSTER CLUB, INC.                                                    |   0.00 km |   0.00 mi |  0.00 deg |432.   m|H       |24552     |90.     |-       |0.      |301581    |
|K11LC       |-         |TX |11  |DA  |                    |-  |-  |LIC    |PRESCOTT                 |AZ |US |BLTTV  -4116        |0.158  kW |-         |0.0     |-       |2756       |N |34 |29 |20.00 |W |112 |32 |15.00 |KTVK, INC.                                                                  |   0.00 km |   0.00 mi |  0.00 deg |2131.  m|H       |23265     |0.      |-       |0.      |301583    |
|KDTP        |-         |DT |11  |ND  |                    |2  |-  |LIC    |HOLBROOK                 |AZ |US |BLEDT  -20090519AAA |3.2    kW |-         |54.0    |-       |83491      |N |34 |55 |5.00  |W |110 |8  |25.00 |COMMUNITY TELEVISION EDUCATORS, INC.                                        |   0.00 km |   0.00 mi |  0.00 deg |1646.  m|H       |86751     |-       |1002376 |52.     |1313247   |
|KYMA-DT     |-         |DT |11  |ND  |                    |2  |-  |LIC    |YUMA                     |AZ |US |BLCDT  -20100915ABS |22.3   kW |-         |493.0   |-       |74449      |N |33 |3  |10.00 |W |114 |49 |40.00 |YUMA BROADCASTING COMPANY                                                   |   0.00 km |   0.00 mi |  0.00 deg |772.7  m|H       |91776     |-       |1002110 |158.    |1398952   |
|KTEQ-LP     |-         |TX |11  |ND  |-                   |-  |-  |LIC    |FULTON                   |AR |US |BLTVL  -20071217AAO |2.5    kW |-         |0.0     |-       |130047     |N |33 |36 |45.00 |W |93  |48 |45.00 |HISPANIC CHRISTIAN COMMUNITY NETWORK, INC.                                  |   0.00 km |   0.00 mi |  0.00 deg |126.   m|-       |59218     |-       |-       |50.     |1225254   |
|K11HS       |-         |TX |11  |DA  |                    |-  |-  |LIC    |BRIDGEPORT, ETC.         |CA |US |BLTTV  -19821001IA  |0.033  kW |-         |0.0     |-       |43504      |N |38 |23 |19.00 |W |119 |21 |50.00 |MONO COUNTY SERVICE AREA #5                                                 |   0.00 km |   0.00 mi |  0.00 deg |3039.  m|H       |23922     |0.      |-       |0.      |47741     |
|K11TD       |-         |TX |11  |DA  |                    |-  |-  |LIC    |HOPLAND                  |CA |US |BLTTV  -19921013JE  |0.01   kW |-         |0.0     |-       |59005      |N |38 |55 |39.00 |W |123 |6  |50.00 |SANEL VALLEY TELEVISION ASSOCIATION                                         |   0.00 km |   0.00 mi |  0.00 deg |529.   m|H       |20819     |15.     |-       |9.      |177814    |
|K11KJ       |-         |TX |11  |DA  |                    |-  |-  |LIC    |BAKER                    |CA |US |BLTTV  -3566        |0.112  kW |-         |0.0     |-       |3616       |N |35 |26 |8.00  |W |115 |55 |21.00 |BAKER COMMUNITY SERVICE DISTRICT                                            |   0.00 km |   0.00 mi |  0.00 deg |1412.  m|H       |20786     |190.    |-       |0.      |301590    |
|K11GO       |-         |TX |11  |DA  |                    |-  |-  |LIC    |HAPPY CAMP, ETC.         |CA |US |BLTTV  -4604        |0.023  kW |-         |0.0     |-       |60605      |N |41 |51 |30.00 |W |123 |21 |13.00 |SLATER BUTTE TRANSLATOR COMPANY                                             |   0.00 km |   0.00 mi |  0.00 deg |1427.  m|H       |23145     |0.      |-       |0.      |301594    |
|K11NE       |-         |TX |11  |DA  |                    |-  |-  |LIC    |HOOPA                    |CA |US |BLTTV  -4815        |0.009  kW |-         |0.0     |-       |42634      |N |41 |7  |13.00 |W |123 |42 |47.00 |RAUL BROADCASTING COMPANY OF EUREKA, INC.                                   |   0.00 km |   0.00 mi |  0.00 deg |475.   m|H       |24543     |157.    |-       |0.      |301595    |
|K11LD       |-         |TX |11  |DA  |                    |-  |-  |LIC    |LIKELY                   |CA |US |BLTTV  -4191        |0.04   kW |-         |0.0     |-       |8282       |N |41 |9  |8.00  |W |120 |33 |14.00 |BLUESTONE LICENSE HOLDINGS INC.                                             |   0.00 km |   0.00 mi |  0.00 deg |2253.  m|H       |20789     |20.     |-       |0.      |301597    |
|K11IQ       |-         |TX |11  |DA  |                    |-  |-  |LIC    |ORLEANS                  |CA |US |BLTTV  -2012        |0.01   kW |-         |0.0     |-       |53380      |N |41 |17 |6.00  |W |123 |29 |46.00 |POLLACK/BELZ BROADCASTING CO., LLC                                          |   0.00 km |   0.00 mi |  0.00 deg |1322.  m|H       |19733     |0.      |-       |0.      |301603    |
|K11ML       |-         |TX |11  |ND  |                    |-  |-  |LIC    |RIDGECREST, ETC.         |CA |US |BLTTV  -4571        |0.035  kW |-         |0.0     |-       |28577      |N |35 |39 |44.00 |W |117 |36 |12.00 |INDIAN WELLS VALLEY TV BOOSTER, INC.                                        |   0.00 km |   0.00 mi |  0.00 deg |894.   m|H       |24543     |-       |-       |4.      |301610    |
|KKEY-LP     |-         |TX |11  |DA  |Z                   |-  |-  |LIC    |BAKERSFIELD              |CA |US |BLTVL  -20031016ABY |3.     kW |-         |0.0     |-       |18750      |N |35 |26 |17.00 |W |118 |44 |22.00 |NEWPORT TELEVISION LICENSE LLC                                              |   0.00 km |   0.00 mi |  0.00 deg |1102.  m|-       |45926     |0.      |1015947 |28.     |694093    |
|KEET        |-         |DT |11  |ND  |                    |2  |-  |LIC    |EUREKA                   |CA |US |BLEDT  -20071101AAG |38.4   kW |-         |549.7   |-       |55435      |N |40 |43 |38.90 |W |123 |58 |17.00 |REDWOOD EMPIRE PUBLIC TELEVISION, INC.                                      |   0.00 km |   0.00 mi |  0.00 deg |935.3  m|H       |32682     |-       |1224088 |127.6   |1213473   |
|K11VZ-D     |-         |LD |11  |ND  |                    |-  |-  |LIC    |CHICO                    |CA |US |BLDVL  -20080728AEJ |0.3    kW |-         |0.0     |-       |167898     |N |39 |57 |29.00 |W |121 |42 |49.00 |FAMILY STATIONS, INC.                                                       |   0.00 km |   0.00 mi |  0.00 deg |1108.  m|-       |84868     |-       |-       |43.     |1259182   |
|KTTV        |-         |DX |11  |DA  |                    |2  |-  |LIC    |LOS ANGELES              |CA |US |BXLCDT -20090612AED |13.    kW |-         |921.0   |-       |22208      |N |34 |13 |27.00 |W |118 |3  |45.00 |FOX TELEVISION STATIONS, INC.                                               |   0.00 km |   0.00 mi |  0.00 deg |1796.  m|H       |86054     |0.      |1012221 |68.     |1317053   |
|KNSO        |-         |DT |11  |ND  |                    |2  |-  |LIC    |MERCED                   |CA |US |BLCDT  -20100202ABE |45.    kW |-         |622.0   |-       |58608      |N |37 |4  |19.00 |W |119 |25 |49.00 |NBC TELEMUNDO LICENSE LLC                                                   |   0.00 km |   0.00 mi |  0.00 deg |1442.  m|E       |93655     |-       |1219741 |87.     |1355619   |
|KTTV        |-         |DT |11  |DA  |                    |2  |-  |LIC    |LOS ANGELES              |CA |US |BLCDT  -20100709AFD |115.   kW |-         |903.0   |-       |22208      |N |34 |13 |29.00 |W |118 |3  |48.00 |FOX TELEVISION STATIONS, INC.                                               |   0.00 km |   0.00 mi |  0.00 deg |1782.9 m|E       |99538     |0.      |1055307 |54.9    |1423068   |
|K11QK       |-         |TX |11  |DA  |                    |-  |-  |LIC    |SPRING CREEK, ETC.       |CO |US |BLTTV  -19821207IH  |0.005  kW |-         |0.0     |-       |25637      |N |38 |44 |30.00 |W |106 |46 |0.00  |GUNNISON COUNTY METROPOLITAN RECREATION DISTRICT                            |   0.00 km |   0.00 mi |  0.00 deg |2586.  m|H       |18637     |0.      |-       |0.      |50364     |
|K11QJ       |-         |TX |11  |ND  |                    |-  |-  |LIC    |BOULDER                  |CO |US |BLTTV  -19830822IA  |0.308  kW |-         |0.0     |-       |22690      |N |39 |59 |56.00 |W |105 |15 |6.00  |COLORADO PUBLIC TELEVISION, INC.                                            |   0.00 km |   0.00 mi |  0.00 deg |1686.  m|H       |24543     |-       |-       |46.     |60447     |
|K11PS       |-         |TX |11  |DA  |                    |-  |-  |LIC    |COLLBRAN                 |CO |US |BLTTV  -19941219JH  |0.005  kW |-         |0.0     |-       |41289      |N |39 |14 |15.00 |W |107 |57 |45.00 |MESA COUNTY                                                                 |   0.00 km |   0.00 mi |  0.00 deg |1864.  m|H       |20819     |140.    |-       |6.      |204968    |
|K11EG       |-         |TX |11  |DA  |                    |-  |-  |LIC    |DEL NORTE                |CO |US |BLTTV  -3617        |0.215  kW |-         |0.0     |-       |51679      |N |37 |40 |30.00 |W |106 |14 |30.00 |PARKER HILL TV ASSOCIATION                                                  |   0.00 km |   0.00 mi |  0.00 deg |2408.  m|H       |23373     |283.    |-       |0.      |301622    |
|K11KU       |-         |TX |11  |DA  |                    |-  |-  |LIC    |SALIDA, ETC.             |CO |US |BLTTV  -19780731JI  |0.036  kW |-         |0.0     |-       |10092      |N |38 |44 |37.00 |W |106 |11 |50.00 |CHAFFEE COUNTY TV TRANSLATOR ASSOCIATION                                    |   0.00 km |   0.00 mi |  0.00 deg |3301.  m|H       |19737     |0.      |-       |0.      |301629    |
|K11UW       |-         |TX |11  |DA  |                    |-  |-  |LIC    |AKRON                    |CO |US |BLTTV  -20050511AAE |0.258  kW |-         |0.0     |-       |126086     |N |40 |16 |52.00 |W |103 |5  |55.00 |REGION 1 TRANSLATOR ASSOCIATION                                             |   0.00 km |   0.00 mi |  0.00 deg |1451.8 m|-       |38854     |285.    |1028051 |83.8    |1061789   |
|K11AT-D     |-         |LD |11  |ND  |                    |-  |-  |LIC    |GUNNISON                 |CO |US |BLDTV  -20090820ACK |0.06   kW |-         |0.0     |-       |25642      |N |38 |31 |41.50 |W |106 |54 |14.60 |GUNNISON COUNTY METROPOLITAN RECREATION DISTRICT                            |   0.00 km |   0.00 mi |  0.00 deg |2636.1 m|-       |94502     |-       |1269244 |9.1     |1328847   |
|K11LM-D     |-         |LD |11  |DA  |                    |-  |-  |LIC    |THOMASVILLE              |CO |US |BLDTV  -20100920AAU |0.016  kW |-         |0.0     |-       |56703      |N |39 |21 |12.00 |W |106 |41 |0.00  |PITKIN COUNTY TRANSLATOR DEPARTMENT                                         |   0.00 km |   0.00 mi |  0.00 deg |2665.8 m|-       |101366    |0.      |1242303 |5.8     |1399613   |
|K11TJ-D     |-         |LD |11  |ND  |                    |-  |-  |LIC    |SARGENTS                 |CO |US |BLDTV  -20101221ABN |0.04   kW |-         |0.0     |-       |25602      |N |38 |23 |29.58 |W |106 |24 |41.64 |GUNNISON COUNTY METROPOLITAN RECREATION DISTRICT                            |   0.00 km |   0.00 mi |  0.00 deg |2794.  m|-       |97937     |-       |-       |6.      |1412589   |
|K11LP-D     |-         |LD |11  |DA  |                    |-  |-  |LIC    |CORTEZ                   |CO |US |BLDTV  -20110329ACM |0.3    kW |-         |0.0     |-       |61461      |N |37 |21 |1.00  |W |108 |8  |1.00  |SOUTHWEST COLORADO TV TRANSLATOR ASSOCIATION                                |   0.00 km |   0.00 mi |  0.00 deg |3148.  m|-       |99156     |0.      |-       |10.     |1422169   |
|WMYG-LP     |-         |TX |11  |DA  |+                   |-  |-  |LIC    |LAKE CITY                |FL |US |BLTVL  -20030402AAT |3.     kW |-         |0.0     |-       |47483      |N |30 |12 |50.00 |W |82  |39 |0.00  |NEW AGE MEDIA OF GAINESVILLE LICENSE, LLC                                   |   0.00 km |   0.00 mi |  0.00 deg |175.3  m|-       |43070     |0.      |1200707 |122.    |630097    |
|WESH        |-         |DT |11  |DA  |                    |3  |-  |LIC    |DAYTONA BEACH            |FL |US |BMLCDT -20040930AXX |54.9   kW |-         |511.0   |-       |25738      |N |28 |36 |35.00 |W |81  |3  |35.00 |ORLANDO HEARST TELEVISION INC.                                              |   0.00 km |   0.00 mi |  0.00 deg |522.   m|H       |41527     |0.      |1063249 |506.    |1006540   |
|WDFL-LD     |-         |LD |11  |DA  |                    |-  |-  |LIC    |MIAMI                    |FL |US |BLDTV  -20110422AAA |0.01   kW |-         |0.0     |-       |168790     |N |25 |32 |24.00 |W |80  |28 |7.00  |FRANCOIS LECONTE                                                            |   0.00 km |   0.00 mi |  0.00 deg |402.4  m|-       |102557    |0.      |1024985 |400.    |1424784   |
|WTOC-TV     |-         |DT |11  |ND  |                    |2  |-  |LIC    |SAVANNAH                 |GA |US |BLCDT  -20090622ABP |24.4   kW |-         |441.0   |-       |590        |N |32 |3  |14.00 |W |81  |21 |1.00  |WTOC LICENSE SUBSIDIARY, LLC                                                |   0.00 km |   0.00 mi |  0.00 deg |448.   m|H       |87369     |-       |1018626 |442.6   |1318639   |
|WTVM        |-         |DT |11  |ND  |                    |2  |-  |LIC    |COLUMBUS                 |GA |US |BLCDT  -20090717ACS |50.    kW |-         |507.0   |-       |595        |N |32 |19 |25.00 |W |84  |46 |46.00 |WTVM LICENSE SUBSIDIARY, LLC                                                |   0.00 km |   0.00 mi |  0.00 deg |632.   m|H       |91414     |-       |1019721 |479.6   |1323110   |
|W11DD-D     |-         |LD |11  |DA  |                    |-  |-  |LIC    |HARTWELL & ROYSTON       |GA |US |BLDTV  -20091008ACI |0.15   kW |-         |0.0     |-       |23928      |N |34 |18 |45.00 |W |82  |56 |15.00 |GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION                                |   0.00 km |   0.00 mi |  0.00 deg |365.4  m|-       |92678     |45.     |1018778 |116.1   |1335920   |
|KHET        |-         |DT |11  |DA  |                    |2  |-  |LIC    |HONOLULU                 |HI |US |BLEDT  -20090330ABT |15.7   kW |-         |625.0   |-       |26431      |N |21 |24 |3.00  |W |158 |6  |10.00 |HAWAII PUBLIC TELEVISION FOUNDATION                                         |   0.00 km |   0.00 mi |  0.00 deg |801.6  m|H       |90267     |0.      |1007114 |45.7    |1304126   |
|K11PP       |-         |TX |11  |DA  |                    |-  |-  |LIC    |DINGLE, ETC.             |ID |US |BLTTV  -19810721IF  |0.012  kW |-         |0.0     |-       |4397       |N |42 |19 |15.00 |W |111 |17 |12.00 |BEAR LAKE COUNTY T.V. DISTRICT                                              |   0.00 km |   0.00 mi |  0.00 deg |1896.  m|H       |24547     |267.    |-       |0.      |32285     |
|K11CR       |-         |TX |11  |DA  |                    |-  |-  |LIC    |FERDINAND                |ID |US |BLTTV  -192         |0.005  kW |-         |0.0     |-       |21396      |N |46 |9  |6.00  |W |116 |24 |15.00 |FERDINAND TV SERVICE                                                        |   0.00 km |   0.00 mi |  0.00 deg |1271.  m|H       |24548     |20.     |-       |0.      |301649    |
|K11BC       |-         |TX |11  |DA  |                    |-  |-  |LIC    |GRACE, ETC.              |ID |US |BLTTV  -3836        |0.267  kW |-         |0.0     |-       |8802       |N |42 |37 |48.00 |W |111 |41 |0.00  |CARIBOU COUNTY TV ASSOCIATION                                               |   0.00 km |   0.00 mi |  0.00 deg |2148.  m|H       |23133     |0.      |-       |0.      |301652    |
|K11DL       |-         |TX |11  |DA  |                    |-  |-  |LIC    |JULIAETTA                |ID |US |BLTTV  -459         |0.002  kW |-         |0.0     |-       |32927      |N |46 |40 |10.00 |W |116 |45 |10.00 |JULIAETTA TELEVISION ASSOCIATION                                            |   0.00 km |   0.00 mi |  0.00 deg |695.   m|H       |24536     |270.    |-       |0.      |301654    |
|K11KO       |-         |TX |11  |ND  |                    |-  |-  |LIC    |KAMIAH                   |ID |US |BLTTV  -3724        |0.001  kW |-         |0.0     |-       |33294      |N |46 |11 |30.00 |W |116 |2  |0.00  |KAMIAH VALLEY TV, INC.                                                      |   0.00 km |   0.00 mi |  0.00 deg |896.   m|H       |-         |-       |-       |0.      |301655    |
|K11BJ       |-         |TX |11  |DA  |                    |-  |-  |LIC    |WHITE BIRD               |ID |US |BLTTV  -64          |0.003  kW |-         |0.0     |-       |72190      |N |45 |51 |8.00  |W |116 |14 |6.00  |WHITE BIRD TV ASSOCIATION                                                   |   0.00 km |   0.00 mi |  0.00 deg |1073.  m|H       |24536     |205.    |-       |0.      |301660    |
|K11PB-D     |-         |LD |11  |DA  |                    |-  |-  |LIC    |CAMBRIDGE                |ID |US |BLDTV  -20090623ACP |0.007  kW |-         |0.0     |-       |62441      |N |44 |31 |59.00 |W |116 |39 |22.00 |STATE BOARD OF EDUCATION (IEPBS)                                            |   0.00 km |   0.00 mi |  0.00 deg |899.   m|-       |91570     |0.      |-       |11.     |1319039   |
|K11HM-D     |-         |LD |11  |DA  |                    |-  |-  |LIC    |BONNERS FERRY            |ID |US |BLDTV  -20090722ABQ |0.044  kW |-         |0.0     |-       |6538       |N |48 |36 |38.00 |W |116 |15 |28.00 |BOUNDARY COUNTY TV TRANSLATOR DIST.                                         |   0.00 km |   0.00 mi |  0.00 deg |1879.9 m|-       |80602     |310.    |-       |25.9    |1324425   |
|K11WF-D     |-         |LD |11  |DA  |                    |-  |-  |LIC    |MINK CREEK               |ID |US |BLDTV  -20090811ACA |0.1    kW |-         |0.0     |-       |42893      |N |42 |15 |10.00 |W |111 |43 |45.00 |FRANKLIN COUNTY TV DISTRICT                                                 |   0.00 km |   0.00 mi |  0.00 deg |1799.  m|-       |88213     |0.      |-       |7.      |1327287   |
|K11UN-D     |-         |LD |11  |ND  |                    |-  |-  |LIC    |COOLIN                   |ID |US |BLDTV  -20100909AAG |0.016  kW |-         |0.0     |-       |53515      |N |48 |35 |36.00 |W |116 |54 |29.00 |PRIEST LAKE TRANSLATOR DISTRICT                                             |   0.00 km |   0.00 mi |  0.00 deg |1053.  m|-       |79267     |-       |1215487 |10.     |1398178   |
|K11BD-D     |-         |LD |11  |DA  |                    |-  |-  |LIC    |LEADORE                  |ID |US |BLDTV  -20101216AAV |0.003  kW |-         |0.0     |-       |36860      |N |44 |42 |30.00 |W |113 |20 |0.00  |SALMON TV TRANSLATOR DISTRICT                                               |   0.00 km |   0.00 mi |  0.00 deg |1863.1 m|-       |99961     |0.      |-       |6.1     |1412194   |
|K11TY-D     |-         |LD |11  |DA  |                    |-  |-  |LIC    |SALMON                   |ID |US |BLDTV  -20110104AAL |0.018  kW |-         |0.0     |-       |58704      |N |45 |4  |5.00  |W |113 |52 |30.00 |SALMON TV TRANSLATOR DISTRICT                                               |   0.00 km |   0.00 mi |  0.00 deg |1455.  m|-       |99959     |0.      |-       |5.      |1413374   |
|KMVT        |-         |DT |11  |ND  |                    |2  |-  |LIC    |TWIN FALLS               |ID |US |BLCDT  -20090403ABW |40.    kW |-         |323.0   |-       |35200      |N |42 |43 |47.00 |W |114 |24 |52.00 |NEUHOFF FAMILY LIMITED PARTNERSHIP                                          |   0.00 km |   0.00 mi |  0.00 deg |1495.  m|H       |85329     |-       |1040035 |185.    |1427917   |
|K11WR-D     |-         |LD |11  |DA  |                    |-  |-  |LIC    |COUNCIL                  |ID |US |BLDTV  -20110519ACK |0.01   kW |-         |0.0     |-       |62452      |N |44 |39 |48.00 |W |116 |26 |24.00 |STATE BOARD OF EDUCATION (IEPBS)                                            |   0.00 km |   0.00 mi |  0.00 deg |1054.  m|-       |20789     |0.      |-       |8.      |1428241   |
|K11CP-D     |-         |LD |11  |DA  |                    |-  |-  |LIC    |FISH CREEK               |ID |US |BLDTV  -20110804ABC |0.106  kW |-         |0.0     |-       |56035      |N |42 |36 |46.00 |W |112 |0  |11.00 |FISHER BROADCASTING - S.E. IDAHO TV, L.L.C.                                 |   0.00 km |   0.00 mi |  0.00 deg |1888.  m|-       |103742    |0.      |-       |6.      |1436296   |
|WLFI-TV     |-         |DT |11  |DA  |                    |1  |-  |LIC    |LAFAYETTE                |IN |US |BLCDT  -20040520AIX |30.    kW |-         |214.0   |-       |73204      |N |40 |23 |20.00 |W |86  |36 |46.00 |PRIMELAND, INC.                                                             |   0.00 km |   0.00 mi |  0.00 deg |440.   m|H       |46110     |0.      |1025374 |205.    |988218    |
|KDIN-TV     |-         |DT |11  |ND  |                    |2  |-  |LIC    |DES MOINES               |IA |US |BLEDT  -20090612AIB |22.5   kW |-         |600.0   |-       |29102      |N |41 |48 |33.00 |W |93  |36 |53.00 |IOWA PUBLIC BROADCASTING BOARD                                              |   0.00 km |   0.00 mi |  0.00 deg |893.   m|H       |87772     |-       |1043707 |592.    |1316537   |
|KTWU        |-         |DT |11  |ND  |                    |2  |-  |LIC    |TOPEKA                   |KS |US |BLEDT  -20090917AAW |38.    kW |-         |302.0   |-       |70938      |N |39 |3  |50.00 |W |95  |45 |49.00 |WASHBURN UNIVERSITY OF TOPEKA                                               |   0.00 km |   0.00 mi |  0.00 deg |603.4  m|H       |94295     |-       |1032651 |274.6   |1333293   |
|KSNG        |-         |DT |11  |ND  |                    |2  |-  |LIC    |GARDEN CITY              |KS |US |BLCDT  -20090630AAP |56.8   kW |-         |239.0   |-       |72361      |N |37 |46 |40.00 |W |100 |52 |8.00  |NVT WICHITA LICENSEE, LLC                                                   |   0.00 km |   0.00 mi |  0.00 deg |1120.  m|H       |93553     |-       |1031276 |234.2   |1397948   |
|WHAS-TV     |-         |DT |11  |ND  |                    |2  |-  |LIC    |LOUISVILLE               |KY |US |BLCDT  -20100628AWQ |16.4   kW |-         |392.0   |-       |32327      |N |38 |21 |23.00 |W |85  |50 |52.00 |BELO KENTUCKY, INC.                                                         |   0.00 km |   0.00 mi |  0.00 deg |585.   m|C       |99303     |-       |1031016 |287.6   |1381056   |
|KPBN-LP     |-         |TX |11  |DA  |-                   |-  |-  |LIC    |BATON ROUGE              |LA |US |BLTVL  -19960409JB  |0.195  kW |-         |0.0     |-       |30645      |N |30 |26 |2.00  |W |91  |5  |9.00  |PELICAN BROADCASTING NETWORK, L.L.C.                                        |   0.00 km |   0.00 mi |  0.00 deg |97.    m|H       |22092     |0.      |-       |85.     |223352    |
|WYES-TV     |-         |DT |11  |DA  |                    |3  |-  |LIC    |NEW ORLEANS              |LA |US |BLEDT  -20090818AAE |104.   kW |-         |306.0   |-       |25090      |N |29 |57 |13.00 |W |89  |56 |58.00 |THE GREATER NEW ORLEANS EDUCATIONAL TELEVISION FOUNDATION                   |   0.00 km |   0.00 mi |  0.00 deg |306.5  m|H       |87702     |0.      |1022409 |305.6   |1328030   |
|KAQY        |-         |DT |11  |ND  |                    |2  |-  |LIC    |COLUMBIA                 |LA |US |BLCDT  -20100311ABL |12.3   kW |-         |518.0   |-       |52046      |N |32 |11 |50.00 |W |92  |4  |14.00 |PARKER BROADCASTING OF LOUISIANA LLC                                        |   0.00 km |   0.00 mi |  0.00 deg |542.3  m|H       |90499     |-       |1040625 |523.    |1359429   |
|W11AY       |-         |TX |11  |ND  |                    |-  |-  |LIC    |ST. JOHN PLANTATION      |ME |US |BLTTV  -19810109IB  |0.001  kW |-         |30.0    |-       |67445      |N |47 |13 |30.00 |W |68  |42 |16.00 |TOWN OF SAINT JOHN                                                          |   0.00 km |   0.00 mi |  0.00 deg |432.   m|H       |-         |-       |-       |0.      |26370     |
|W11AA       |-         |TX |11  |DA  |                    |-  |-  |LIC    |MADAWASKA                |ME |US |BLTTV  -217         |0.007  kW |-         |0.0     |-       |48303      |N |47 |20 |30.00 |W |68  |18 |51.00 |NEPSK, INC.                                                                 |   0.00 km |   0.00 mi |  0.00 deg |341.   m|H       |24457     |335.    |-       |0.      |301669    |
|WNDC-LP     |-         |TX |11  |DA  |Z                   |-  |-  |LIC    |SALISBURY                |MD |US |BLTVL  -20070601ABM |0.1    kW |-         |0.0     |-       |130443     |N |38 |20 |42.00 |W |75  |17 |0.00  |HISPANIC CHRISTIAN COMMUNITY NETWORK, INC.                                  |   0.00 km |   0.00 mi |  0.00 deg |11.    m|-       |79080     |290.    |-       |5.      |1188887   |
|WBAL-TV     |-         |DT |11  |ND  |                    |1  |-  |LIC    |BALTIMORE                |MD |US |BLCDT  -20090619ABW |5.     kW |-         |299.0   |-       |65696      |N |39 |20 |5.00  |W |76  |39 |3.00  |WBAL HEARST TELEVISION INC.                                                 |   0.00 km |   0.00 mi |  0.00 deg |383.   m|H       |85226     |-       |1035558 |286.    |1316059   |
|WWLP        |-         |DT |11  |DA  |                    |1  |-  |LIC    |SPRINGFIELD              |MA |US |BLCDT  -20090612AJV |15.8   kW |-         |247.0   |-       |6868       |N |42 |5  |5.00  |W |72  |42 |14.00 |WWLP BROADCASTING, LLC                                                      |   0.00 km |   0.00 mi |  0.00 deg |325.   m|H       |87511     |0.      |1004484 |130.    |1317777   |
|W11CZ       |-         |TX |11  |DA  |Z                   |-  |-  |LIC    |ESCANABA                 |MI |US |BLTVL  -20071217AAN |0.1    kW |-         |0.0     |-       |128542     |N |45 |45 |48.40 |W |87  |5  |45.00 |HISPANIC CHRISTIAN COMMUNITY NETWORK, INC.                                  |   0.00 km |   0.00 mi |  0.00 deg |240.   m|-       |65314     |0.      |1234379 |50.     |1225256   |
|WBKB-TV     |-         |DT |11  |DA  |                    |2  |-  |LIC    |ALPENA                   |MI |US |BLCDT  -20090623AAS |20.    kW |-         |201.8   |-       |67048      |N |44 |42 |11.00 |W |83  |31 |26.00 |THUNDER BAY BROADCASTING CORPORATION.                                       |   0.00 km |   0.00 mi |  0.00 deg |447.4  m|H       |86620     |0.      |1002872 |142.6   |1318184   |
|WGVU-TV     |-         |DT |11  |DA  |                    |1  |-  |LIC    |GRAND RAPIDS             |MI |US |BLEDT  -20100827ABE |41.5   kW |-         |259.9   |-       |24784      |N |42 |57 |34.90 |W |85  |53 |44.90 |GRAND VALLEY STATE UNIVERSITY                                               |   0.00 km |   0.00 mi |  0.00 deg |462.3  m|H       |93578     |0.      |1005721 |252.2   |1396265   |
|KRII        |-         |DT |11  |ND  |                    |2  |-  |LIC    |CHISHOLM                 |MN |US |BLCDT  -20090625ABG |63.    kW |-         |200.4   |-       |82698      |N |47 |51 |39.00 |W |92  |56 |46.00 |CHANNEL 11 LICENSE, INC.                                                    |   0.00 km |   0.00 mi |  0.00 deg |600.5  m|H       |93214     |-       |1234699 |185.1   |1316460   |
|KARE        |-         |DT |11  |ND  |                    |2  |-  |LIC    |MINNEAPOLIS              |MN |US |BLCDT  -20100624ACP |45.3   kW |-         |455.0   |-       |23079      |N |45 |3  |44.00 |W |93  |8  |21.00 |MULTIMEDIA HOLDINGS CORPORATION                                             |   0.00 km |   0.00 mi |  0.00 deg |730.9  m|H       |98455     |-       |1023882 |427.    |1378968   |
