146.9479014,146.9479014,146.9479014,146.9479014,146.9479014,146.9479014,146.9479014,146.9479014
140.9273014,140.9273014,140.9273014,140.9273014,140.9273014,140.9273014,140.9273014,140.9273014
137.4054763,137.4054763,137.4054763,137.4054763,137.4054763,137.4054763,137.4054763,137.4054763
134.9067015,134.9067015,134.9067015,134.9067015,134.9067015,134.9067015,134.9067015,134.9067015
132.9685013,132.9685013,132.9685013,132.9685013,132.9685013,132.9685013,132.9685013,132.9685013
131.3848764,131.3848764,131.3848764,131.3848764,131.3848764,131.3848764,131.3848764,131.3848764
130.0459406,130.0459406,130.0459406,130.0459406,130.0459406,130.0459406,130.0459406,130.0459406
128.8861016,128.8861016,128.8861016,128.8861016,128.8861016,128.8861016,128.8861016,128.8861016
127.8630512,127.8630512,127.8630512,127.8630512,127.8630512,127.8630512,127.8630512,127.8630512
126.9479014,126.9479014,126.9479014,126.9479014,126.9479014,126.9479014,126.9479014,126.9479014
119.5526738,119.4270335,120.2448424,120.9273014,120.9273014,120.9273014,120.9273014,120.8972481
112.7829028,113.2398851,114.4069166,115.9274695,117.1821601,117.4054763,117.4054763,117.3026536
107.9796738,108.8500335,110.2648424,112.0497742,113.6369098,114.5318993,114.7185061,114.7522481
104.254,105.445,107.052,109.042,110.887,112.111,112.597,112.774
101.2099028,102.6628851,104.4269166,106.5844695,108.6401601,110.1329813,110.8636033,111.1576536
98.63615533,100.3106404,102.2074403,104.5066572,106.740484,108.4605903,109.3980372,109.7910521
96.40667384,98.27303346,100.2848424,102.7067742,105.0949098,107.0118993,108.1285061,108.6072481
94.4401318,96.47573672,98.58899087,101.1191649,103.6434104,105.7340633,107.0087004,107.563059
92.681,94.868,97.072,99.699,102.345,104.591,106.007,106.629
81.108,84.291,87.092,90.356,93.803,97.071,99.417,100.484
73.48,77.69,81.046,84.741,88.624,92.462,95.443,96.866
67.693,72.675,76.575,80.667,84.877,89.107,92.562,94.285
63.064,68.556,72.942,77.421,81.92,86.457,90.29,92.275
59.229,65.047,69.834,74.687,79.459,84.256,88.406,90.626
55.965,61.992,67.096,72.296,77.333,82.365,86.792,89.227
53.13,59.293,64.64,70.152,75.447,80.7,85.376,88.01
50.628,56.879,62.41,68.195,73.739,79.204,84.11,86.933
48.393,54.701,60.37,66.387,72.167,77.839,82.961,85.965
46.377,52.719,58.489,64.702,70.703,76.576,81.907,85.085
44.542,50.904,56.748,63.122,69.327,75.396,80.928,84.279
42.862,49.23,55.127,61.633,68.022,74.282,80.013,83.533
41.315,47.68,53.613,60.224,66.78,73.223,79.148,82.838
39.883,46.237,52.192,58.888,65.59,72.209,78.327,82.187
38.553,44.89,50.856,57.617,64.447,71.233,77.541,81.574
37.312,43.626,49.594,56.404,63.345,70.289,76.786,80.993
36.151,42.437,48.399,55.244,62.28,69.373,76.056,80.441
35.062,41.315,47.265,54.133,61.25,68.48,75.346,79.914
34.038,40.254,46.185,53.066,60.25,67.607,74.655,79.408
29.704,35.679,41.448,48.276,55.634,63.479,71.375,77.129
26.339,31.999,37.521,44.162,51.501,59.617,68.237,75.108
23.638,28.93,34.148,40.517,47.713,55.935,65.125,73.2
21.411,26.304,31.182,37.224,44.194,52.395,61.999,71.296
19.531,24.013,28.535,34.219,40.906,48.992,58.862,69.318
17.91,21.986,26.151,31.464,37.834,45.734,55.739,67.213
16.485,20.173,23.991,28.936,34.972,42.632,52.661,64.966
15.211,18.536,22.027,26.616,32.314,39.698,49.656,62.591
14.051,17.044,20.233,24.486,29.852,36.938,46.748,60.122
12.982,15.675,18.588,22.53,27.578,34.354,43.955,57.601
11.982,14.407,17.071,20.73,25.477,31.941,41.287,55.065
11.037,13.223,15.666,19.068,23.536,29.694,38.752,52.542
10.136,12.111,14.357,17.527,21.739,27.602,36.351,50.056
9.2825,11.0835,13.1645,16.139,20.127,25.7195,34.1475,47.6565
8.429,10.056,11.972,14.751,18.515,23.837,31.944,45.257
